"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-12","0.00","0.0",,"32","40","23","    8","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-13","0.00","0.0",,"30","45","15","   14","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-14","0.00","0.0",,"40","55","24","   18","85.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-15","0.00","0.0",,"42","59","26","    5","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-16","0.00","0.0",,"46","65","27","    4","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-17","0.00","0.0",,"50","69","31","    2","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-18","0.30","2.8","2.4","39","52","27","    5","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-19","0.00","0.0","2.8","35","41","28","   35","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-20","0.00","0.0","0.0","38","52","23","   16","73.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-21","0.00","0.0",,"48","67","30","   36","149.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-22","0.04","0.4","0.0",,,,"   35","154.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-23","0.01","0.1",,"30","37","23",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-24","0.00","0.0","0.0","33","39","26",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-25","0.06","0.6","0.0","35","39","30",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-26","0.00","0.0","0.0","42","58","26","   22","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-27","0.00","0.0",,"47","59","35","    4","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-28","0.00","0.0",,"47","65","29","   27","134.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-29","0.00","0.0",,"52","69","35","   28","118.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-04-30","0.00","0.0",,"58","71","45","   29","158.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-01","0.01","0.0",,"45","55","34","   34","129.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-02","0.01","0.0",,"43","51","34","   36","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-03","0.01","0.0",,"43","56","29","   29","129.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-04","0.07","0.0",,"45","54","36","   33","107.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-05","0.00","0.0",,"46","58","35","    2","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-06","0.00","0.0",,"52","67","37","   17","132.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-07","0.00","0.0",,"52","62","42","   34","152.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-08","0.06","0.1","0.0","38","42","33","   34","152.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-09","0.26","2.3","0.0","35","37","33","   35","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-10","0.00","0.0",,"42","56","27","   16","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-11",,,,,,,"   32","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-12","0.00","0.0",,"48","64","32","   17","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-13","0.01","0.0",,"53","62","44","    5","111.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-14","0.00","0.0",,"52","67","36",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-15","0.00","0.0",,"55","72","39","   27","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-16","0.00","0.0",,"64","77","50","   16","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-17","0.00","0.0",,"66","81","51","   35","114.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-18","0.00","0.0",,"53","62","44","   28","181.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-19","0.03","0.0",,"40","45","33","    3","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-20","0.06","0.5",,"33","37","29","    3",
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-21","0.00","0.0",,"42","52","32",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-22","0.00","0.0",,"44","57","31","   17","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-23","0.36","0.0",,"43","51","35","   12","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-24","0.30","0.0",,"43","51","35","   32","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-25","0.06","0.0",,"49","53","44","   30","73.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-26","0.00","0.0",,"54","67","40","   17","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-27","0.00","0.0",,"57","73","40","   29","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-28","0.15","0.2",,"54","64","43","   29","140.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-29","0.00","0.0",,"54","67","41","   29","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-30","0.00","0.0",,"57","72","42","   13","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-05-31","0.00","0.0",,"63","76","49","   36","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-01","0.00","0.0",,"67","81","53","    1","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-02","0.00","0.0",,"70","87","52","   23","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-03","0.00","0.0",,,,,"   36","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-04","0.02","0.0",,"70","83","56","   31","116.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-05","0.22","0.0",,"55","62","48","    5","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-06","0.13","0.0",,"51","60","42","   31","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-07","0.03","0.0",,"48","55","40","   32","145.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-08","0.00","0.0",,"49","59","39","   14","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-09","0.09","0.0",,"51","59","42","   13","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-10","0.06","0.0",,"51","55","46","   36","82.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-11","0.00","0.0",,"53","67","39","   19","82.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-12","0.00","0.0",,"56","70","42","   22","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-13","0.00","0.0",,"62","85","40","   14","118.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-14","0.00","0.0",,"74","91","56","   29","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-15","0.00","0.0",,"69","80","57","   24","167.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-16","0.01","0.0",,"61","70","52","   30","134.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-17","0.00","0.0",,"60","75","46","   29","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-18","0.00","0.0",,"60","76","44","   15","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-19","0.08","0.0",,"57","62","51","    1","80.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-20","0.00","0.0",,"61","72","50","   34","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-21","0.00","0.0",,"65","82","47","   13",
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-22","0.00","0.0",,"71","88","54","   30","116.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-23","0.00","0.0",,"66","76","56","    8","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-24","0.57","0.0",,"60","68","52",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-25","0.00","0.0",,"68","81","56","    1","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-26","0.00","0.0",,,,,"   33","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-27",,,,,,,"   11","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-28","0.00","0.0",,"78","94","61","   17","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-29","0.00","0.0",,"81","97","65","   14","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-06-30","0.00","0.0",,"81","97","65","   17","107.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-01","0.00","0.0",,"81","97","64","   15","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-02","0.97","0.0",,"73","86","60","   23","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-03","0.00","0.0",,"69","79","59","    8","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-04","0.49","0.0",,"61","67","55","   15","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-05","0.05","0.0",,"60","65","55",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-06","0.00","0.0",,"66","75","57","    6",
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-07","0.27","0.0",,"66","78","54","    1","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-08","0.43","0.0",,"68","80","56","    2","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-09","0.00","0.0",,"68","82","55",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-10","0.00","0.0",,"73","89","58","   33","127.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-11","0.20","0.0",,"65","73","57","   35","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-12","0.00","0.0",,"65","78","52","    8","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-13","0.00","0.0",,"68","81","55","   12","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-14","0.00","0.0",,"72","86","58","   11","80.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-15","0.00","0.0",,"71","84","57","    5","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-16","0.00","0.0",,"71","79","62","   11","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-17","0.00","0.0",,"64","75","53","    5","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-18","0.00","0.0",,"62","69","56","    5","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-19","0.00","0.0",,"65","76","54","   14","80.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-20","0.03","0.0",,"67","73","60","    5","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-21","0.00","0.0",,"71","82","60","   18","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-22","0.00","0.0",,"64","78","50","   30","120.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-23","0.00","0.0",,"65","81","49","   28","120.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-24","0.00","0.0",,"66","83","49","   20","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-25","0.00","0.0",,"65","80","51","   35","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-26","0.00","0.0",,"66","78","53","   36","125.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-27","0.00","0.0",,"65","76","54","   33","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-28","0.00","0.0",,"67","81","54","   13","80.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-29","0.00","0.0",,"71","83","59","    4","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-30","0.00","0.0",,"72","87","57","   16","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-07-31","0.00","0.0",,"72","88","57","   16","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-01","0.00","0.0",,"75","92","58","   17","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-02","0.00","0.0",,"72","79","66",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-03","0.02","0.0",,"77","89","64","   30","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-04","0.00","0.0",,"70","83","57","    5","156.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-05","0.00","0.0",,"72","88","55","   15","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-06","0.00","0.0",,"73","86","60","    2","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-07","0.00","0.0",,"68","79","57","    3","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-08","0.02","0.0",,"59","63","55","    4","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-09","0.00","0.0",,"65","81","48","   27","111.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-10","0.00","0.0",,"64","73","55","   28","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-11","0.00","0.0",,"65","73","57","   34","127.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-12","0.00","0.0",,"68","79","57",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-13","0.00","0.0",,"71","90","52","   19","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-14","0.00","0.0",,"74","94","54","   27","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-15","0.00","0.0",,"74","88","60","   20","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-16","0.56","0.0",,"60","69","51","    4","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-17","1.21","0.0",,"51","53","48","    2","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-18","0.00","0.0",,"55","68","42","   16","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-19","0.06","0.0",,"53","58","47","   34","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-20","0.03","0.0",,"58","66","50","    4","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-21","0.02",,,,,,"   16","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-22","0.66","0.0",,,,,"    1","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-23","0.26","0.0",,"50","56","44","   33","149.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-24","0.00","0.0",,"53","62","44","   33","123.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-25","0.00","0.0",,"55","70","40","   13","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-26","0.06","0.0",,"58","73","44","   35","116.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-27","0.08","0.0",,"60","68","51","   33","125.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-28","0.00","0.0",,"58","71","44","   28","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-29","0.00","0.0",,"62","76","47","   17","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-30","0.00","0.0",,"62","76","48","   33","116.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-08-31","0.04","0.0",,"56","66","45","   34","111.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-01","0.00","0.0",,"52","60","43","   32","152.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-02","0.00","0.0",,"53","62","44","   32","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-03","0.00","0.0",,,,,,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-04","0.00","0.0",,"59","77","41","   18","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-05","0.00","0.0",,"68","78","58","   29","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-06","0.00","0.0",,"61","74","49","   29","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-07","0.00","0.0",,"59","75","43","   18","71.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-08","0.00","0.0",,"61","72","49","   21","143.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-09","0.00","0.0",,"65","81","48","   32","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-10","0.01","0.0",,"58","70","46","   18","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-11","0.37","0.0",,"55","59","50",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-12","0.09","0.0",,"55","61","49","   34","76.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-13","0.07","0.0",,"54","63","44",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-14","0.00","0.0",,"55","68","41","   18","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-15","0.10","0.0",,"49","59","39","   35","145.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-16","0.00","0.0",,"48","59","37","   29","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-17","0.00","0.0",,"51","69","33",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-18","0.00","0.0",,"63","74","53","   17","136.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-19","0.00","0.0",,"51","63","38","   29","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-20","0.00","0.0",,"49","64","34","   27","82.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-21","0.00","0.0",,"58","73","42","   29","118.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-22","0.00","0.0",,"58","65","50","   27","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-23","0.00","0.0",,"49","59","39","    3","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-24","0.00","0.0",,"58","78","37","   26","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-25","0.00","0.0",,"60","71","49","   29","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-26","0.00","0.0",,"63","79","46","   28","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-27","0.00","0.0",,"60","75","44","   20","140.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-28","0.00","0.0",,"54","63","44","   28","143.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-29","0.00","0.0",,"49","62","37","   30","82.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-09-30","0.00","0.0",,"57","73","40","   23","111.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-01","0.00","0.0",,"53","62","44","    2","85.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-02","0.00","0.0",,"49","65","32","   28","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-03","0.00","0.0",,"54","69","40","   30","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-04","0.00","0.0",,"44","58","30",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-05","0.00","0.0",,"56","75","37","   18","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-06","0.00","0.0",,"46","56","36","   35","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-07","0.00","0.0",,"42","55","28","   27","80.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-08","0.00","0.0",,"41","54","27",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-09","0.00","0.0",,"46","64","28","   28","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-10","0.04","0.0",,"45","57","34","   34","145.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-11","0.01","0.1","0.0","34","43","25","   35","107.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-12","0.00","0.0",,"36","50","21","   16","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-13","0.00","0.0",,"31","41","21","   33","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-14","0.00","0.0",,"37","52","23","   27","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-15","0.00","0.0",,"43","59","27","   28","129.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-16","0.00","0.0",,"54","66","42","   28","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-17","0.00","0.0",,"53","73","34","    3","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-18","0.00","0.0",,"38","42","34",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-19","0.00","0.0",,"42","50","35","   18","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-20","0.00","0.0",,"39","49","29","   18","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-21","0.00","0.0",,"49","61","37","   29","114.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-22","0.00","0.0",,"45","56","33","   15","73.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-23","0.87","0.2",,"42","50","35","   32","107.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-24","0.00","0.0",,"39","51","27","   16","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-25","0.00","0.0",,"46","56","36","   29","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-26","0.00","0.0",,"43","56","31","   27","89.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-27","0.00","0.0",,"43","53","32","   29","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-28","0.00","0.0",,"40","51","29","   15","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-29","0.10","1.4","0.0","34","39","29","   34","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-30","0.00","0.0","1.2","28","35","21","   33","69.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-10-31","0.00","0.0",,"25","35","15",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-01","0.00","0.0",,"21","31","12","   17","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-02","0.00","0.0",,"38","58","18","   30","73.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-03","0.00","0.0",,"42","59","26","   27","125.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-04","0.00","0.0",,"46","63","29","   28","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-05","0.00","0.0",,"44","56","31","   27","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-06","0.00","0.0",,"36","47","26","   29","116.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-07","0.00","0.0",,"33","44","22","   29","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-08","0.00","0.0",,"35","43","27","   27","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-09","0.00","0.0",,"33","44","21","   27","125.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-10","0.00","0.0",,"37","44","30","   27","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-11","0.00","0.0",,"30","40","20","   28","94.0"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-12","0.00","0.0",,"43","60","25","   27","138.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-13","0.00","0.0",,"38","48","29","   30","127.5"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-14","0.00","0.0",,"41","51","31","    1","100.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-15","0.06","0.4","0.0","38","44","32","   20","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-16","0.00","0.0","0.0","31","41","20","   33","199.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-17","0.00","0.0",,"23","35","11","   34","73.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-18","0.00","0.0",,"30","39","21","   29","105.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-19","0.00","0.0",,"28","40","16",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-20","0.00","0.0","0.0","29","44","15","   25","143.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-21","0.00","0.0","0.0","30","46","14","   28","120.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-22","0.00","0.0",,"45","58","33","   30","102.9"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-23","0.05","0.6","0.0","30","43","17","    2","111.8"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-24","0.02","0.2","0.4","26","37","14","   27","87.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-25","0.00","0.0",,"44","56","31","   30","129.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-26","0.00","0.0",,"40","51","28","   28","114.1"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-27","0.02","0.2","0.4","31","35","26","   18","96.2"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-28","0.00","0.0",,"41","57","25","   26","78.3"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-29","0.00","0.0",,"40","50","31","   28","98.4"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-11-30","0.00","0.0",,"40","50","30",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-12-01","0.13","1.3","0.4","44","56","31","    3","129.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-12-02","0.01","0.1","0.4","30","35","25","   34","109.6"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-12-03","0.01","0.2","0.8","24","29","18",,
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-12-04","0.01","0.1","0.8","22","27","16","   32","91.7"
"CA003031092","CALGARY INTERNATIONAL A, AB CA","2021-12-05","0.00","0.0","0.4","10","16","3","   35","96.2"
