precip,temp_max,temp_min
0.13,62.0,52.0
0.02,80.0,47.0
0.04,60.0,50.0
0.0,-15.0,-26.0
0.0,39.0,10.0
0.0,30.0,2.0
0.0,64.0,33.0
0.0,93.0,53.0
0.11,35.0,22.0
0.0,49.0,30.0
0.0,64.0,41.0
0.0,71.0,51.0
0.0,50.0,28.0
0.0,35.0,25.0
0.0,68.0,51.0
0.34,48.0,39.0
0.0,57.0,38.0
0.01,61.0,49.0
0.0,68.0,42.0
0.0,31.0,22.0
0.19,28.0,13.0
0.0,24.0,-4.0
0.02,50.0,20.0
0.0,40.0,24.0
0.04,85.0,54.0
0.0,38.0,28.0
0.0,72.0,61.0
0.02,33.0,25.0
0.04,29.0,-1.0
0.0,50.0,30.0
0.0,63.0,41.0
0.0,87.0,50.0
0.0,85.0,49.0
0.0,51.0,33.0
0.0,19.0,-5.0
0.06,78.0,52.0
0.0,74.0,51.0
0.0,41.0,21.0
0.26,-4.0,-16.0
0.0,67.0,35.0
0.04,44.0,25.0
0.0,35.0,26.0
0.16,28.0,17.0
0.0,21.0,0.0
0.0,67.0,34.0
0.0,37.0,21.0
0.0,39.0,22.0
0.0,25.0,10.0
0.0,61.0,25.0
0.02,42.0,15.0
0.0,84.0,53.0
0.0,39.0,24.0
0.0,62.0,29.0
0.23,61.0,43.0
0.13,53.0,40.0
0.0,63.0,38.0
0.0,70.0,47.0
0.0,14.0,-5.0
0.0,61.0,41.0
0.1,36.0,24.0
0.01,61.0,41.0
0.02,68.0,47.0
0.01,40.0,12.0
0.01,78.0,43.0
0.0,74.0,43.0
0.0,67.0,41.0
0.01,11.0,-3.0
0.0,74.0,43.0
0.0,39.0,18.0
0.0,29.0,15.0
0.0,54.0,24.0
0.0,77.0,58.0
0.0,54.0,30.0
0.0,52.0,20.0
0.01,63.0,37.0
0.0,54.0,33.0
0.54,48.0,32.0
0.0,49.0,29.0
0.0,33.0,20.0
0.0,47.0,15.0
0.0,19.0,-3.0
0.0,45.0,28.0
0.0,75.0,53.0
0.0,42.0,8.0
0.0,39.0,24.0
0.0,49.0,11.0
0.0,69.0,42.0
0.0,39.0,8.0
0.24,69.0,51.0
0.12,14.0,6.0
0.0,71.0,39.0
0.04,-19.0,-26.0
0.0,40.0,29.0
0.09,62.0,43.0
0.04,65.0,47.0
0.0,44.0,32.0
0.09,38.0,25.0
0.09,20.0,9.0
0.0,67.0,42.0
0.02,63.0,46.0
0.37,34.0,8.0
0.03,57.0,43.0
0.0,23.0,10.0
0.0,-6.0,-11.0
0.0,47.0,33.0
0.0,77.0,49.0
0.75,29.0,24.0
0.0,24.0,4.0
0.0,70.0,41.0
0.0,45.0,31.0
0.0,77.0,49.0
0.03,88.0,49.0
0.0,77.0,54.0
0.11,72.0,41.0
0.0,31.0,26.0
0.0,45.0,16.0
0.0,80.0,52.0
0.0,29.0,12.0
0.0,47.0,30.0
2.35,70.0,50.0
0.0,28.0,-1.0
0.0,49.0,36.0
0.0,42.0,20.0
0.05,67.0,50.0
0.01,34.0,18.0
0.0,56.0,26.0
0.0,42.0,23.0
0.0,40.0,15.0
0.0,82.0,59.0
0.0,81.0,56.0
0.0,38.0,22.0
0.0,62.0,39.0
0.0,62.0,22.0
0.15,66.0,50.0
0.0,46.0,33.0
0.0,-2.0,-19.0
0.0,41.0,30.0
0.0,63.0,46.0
0.0,43.0,23.0
0.0,41.0,18.0
0.0,42.0,24.0
0.0,97.0,61.0
0.0,62.0,35.0
0.26,74.0,54.0
0.03,58.0,47.0
0.01,44.0,33.0
0.0,26.0,8.0
0.0,45.0,22.0
0.0,22.0,11.0
0.0,52.0,32.0
0.06,56.0,43.0
0.01,79.0,48.0
0.0,47.0,30.0
0.0,67.0,44.0
0.1,36.0,19.0
0.0,46.0,31.0
0.0,29.0,4.0
0.03,57.0,25.0
0.06,61.0,40.0
0.0,49.0,35.0
0.0,30.0,2.0
0.0,55.0,45.0
0.0,43.0,15.0
0.0,53.0,26.0
0.0,57.0,22.0
0.01,83.0,55.0
0.0,89.0,51.0
0.0,-13.0,-18.0
0.19,45.0,38.0
0.0,29.0,25.0
0.02,68.0,47.0
0.0,47.0,21.0
0.0,29.0,2.0
0.0,53.0,29.0
0.0,50.0,20.0
0.04,44.0,31.0
0.0,63.0,42.0
0.01,-17.0,-25.0
0.45,48.0,33.0
0.0,44.0,24.0
0.0,72.0,48.0
0.0,33.0,3.0
0.03,-1.0,-12.0
0.0,14.0,9.0
0.0,54.0,20.0
0.0,74.0,49.0
0.0,12.0,6.0
0.0,65.0,35.0
0.0,33.0,19.0
0.0,52.0,12.0
0.0,71.0,38.0
0.0,72.0,35.0
0.0,42.0,3.0
0.0,40.0,24.0
0.0,58.0,23.0
0.01,38.0,7.0
0.0,39.0,16.0
0.15,52.0,33.0
0.0,28.0,6.0
0.01,77.0,48.0
0.0,38.0,21.0
0.06,6.0,-10.0
0.11,37.0,10.0
0.0,49.0,23.0
0.0,45.0,29.0
0.0,74.0,45.0
0.0,50.0,32.0
0.08,25.0,10.0
0.0,-2.0,-13.0
0.0,55.0,24.0
0.0,80.0,54.0
0.01,54.0,40.0
0.0,53.0,29.0
0.01,44.0,22.0
0.26,66.0,50.0
0.0,47.0,20.0
0.02,25.0,1.0
0.0,51.0,35.0
0.0,37.0,19.0
0.0,59.0,27.0
0.0,74.0,40.0
0.0,53.0,24.0
0.0,50.0,28.0
0.0,80.0,51.0
0.02,66.0,45.0
0.0,41.0,30.0
0.0,58.0,27.0
0.0,62.0,33.0
0.0,42.0,29.0
0.0,68.0,45.0
0.0,48.0,20.0
0.0,63.0,42.0
0.0,76.0,38.0
0.42,73.0,54.0
0.0,15.0,-20.0
0.0,78.0,54.0
0.01,45.0,26.0
0.0,44.0,-2.0
0.0,65.0,40.0
0.0,74.0,40.0
0.0,43.0,23.0
0.0,64.0,43.0
0.02,81.0,52.0
0.0,24.0,-2.0
0.0,33.0,18.0
0.04,73.0,43.0
0.0,63.0,35.0
0.0,69.0,50.0
0.01,22.0,8.0
0.0,56.0,30.0
0.0,85.0,53.0
0.0,36.0,10.0
0.02,58.0,23.0
0.06,54.0,39.0
0.0,36.0,30.0
0.0,67.0,36.0
0.0,36.0,18.0
0.02,59.0,43.0
0.0,59.0,38.0
0.0,58.0,33.0
0.0,34.0,20.0
0.48,65.0,52.0
0.07,54.0,46.0
0.02,12.0,-5.0
1.16,43.0,39.0
0.0,76.0,45.0
0.06,58.0,36.0
0.0,75.0,54.0
0.0,11.0,-3.0
0.0,70.0,33.0
0.01,79.0,47.0
0.0,44.0,17.0
0.0,31.0,6.0
0.0,44.0,28.0
0.27,42.0,33.0
0.01,73.0,50.0
0.78,66.0,52.0
0.0,68.0,38.0
0.04,76.0,50.0
0.0,41.0,16.0
0.01,50.0,21.0
0.0,43.0,11.0
0.0,39.0,5.0
0.0,54.0,27.0
0.06,72.0,48.0
0.0,58.0,47.0
0.0,36.0,15.0
0.0,51.0,21.0
0.0,76.0,53.0
0.14,38.0,28.0
0.0,21.0,7.0
0.02,45.0,18.0
0.0,41.0,18.0
0.26,67.0,47.0
0.0,39.0,21.0
0.0,42.0,21.0
0.0,64.0,38.0
0.03,61.0,39.0
0.0,75.0,46.0
0.0,60.0,29.0
0.0,-2.0,-13.0
0.05,73.0,47.0
0.0,10.0,0.0
0.02,71.0,43.0
0.04,34.0,26.0
0.19,67.0,45.0
0.0,43.0,27.0
0.03,48.0,21.0
0.0,74.0,49.0
0.0,57.0,30.0
0.0,46.0,24.0
0.0,58.0,35.0
0.0,42.0,25.0
0.0,53.0,26.0
0.0,69.0,45.0
0.0,14.0,4.0
0.05,19.0,-16.0
0.0,17.0,2.0
0.0,24.0,9.0
0.0,74.0,49.0
0.0,82.0,44.0
0.0,40.0,17.0
0.07,23.0,8.0
0.0,78.0,44.0
0.02,10.0,0.0
0.05,74.0,56.0
0.03,42.0,34.0
0.0,33.0,10.0
0.0,76.0,43.0
0.0,69.0,43.0
0.14,76.0,50.0
0.0,43.0,26.0
0.0,78.0,58.0
0.0,34.0,21.0
0.01,49.0,32.0
0.0,53.0,33.0
0.02,76.0,50.0
0.0,56.0,39.0
0.0,56.0,30.0
0.01,45.0,23.0
0.0,66.0,45.0
0.0,83.0,49.0
0.0,57.0,33.0
0.0,71.0,39.0
0.0,77.0,44.0
0.0,56.0,29.0
0.0,76.0,40.0
0.0,44.0,31.0
0.0,53.0,18.0
0.0,49.0,18.0
0.0,22.0,14.0
0.0,58.0,33.0
0.0,57.0,34.0
0.0,-9.0,-27.0
0.0,81.0,53.0
0.01,74.0,47.0
0.01,42.0,18.0
0.04,64.0,58.0
0.0,47.0,27.0
0.0,48.0,30.0
0.0,48.0,33.0
0.11,29.0,19.0
0.03,60.0,38.0
0.0,71.0,43.0
0.0,18.0,6.0
0.07,42.0,32.0
0.02,70.0,36.0
0.06,58.0,22.0
0.0,39.0,28.0
0.0,38.0,20.0
0.0,60.0,34.0
0.0,53.0,33.0
0.0,69.0,39.0
0.0,88.0,48.0
0.0,80.0,40.0
0.14,20.0,15.0
0.78,65.0,52.0
0.33,68.0,46.0
0.0,80.0,39.0
0.0,32.0,23.0
0.0,68.0,54.0
0.01,23.0,11.0
0.0,42.0,16.0
0.0,31.0,7.0
0.0,40.0,22.0
0.01,28.0,17.0
0.37,51.0,34.0
0.0,62.0,40.0
0.0,53.0,21.0
0.01,78.0,47.0
0.13,64.0,50.0
0.0,67.0,37.0
0.07,57.0,40.0
0.0,36.0,22.0
0.0,62.0,29.0
0.0,39.0,14.0
0.0,42.0,19.0
0.0,76.0,44.0
0.02,14.0,4.0
0.0,46.0,27.0
0.0,42.0,30.0
0.15,42.0,32.0
0.12,40.0,32.0
0.0,-5.0,-15.0
0.03,39.0,19.0
0.0,81.0,53.0
0.0,57.0,28.0
0.0,37.0,8.0
0.0,56.0,26.0
0.0,3.0,-12.0
0.0,79.0,51.0
0.02,63.0,46.0
0.63,42.0,33.0
0.15,60.0,51.0
0.18,62.0,47.0
0.0,7.0,-12.0
0.0,68.0,35.0
0.0,33.0,24.0
0.0,78.0,51.0
0.0,62.0,31.0
0.01,26.0,19.0
0.0,32.0,28.0
0.0,57.0,35.0
0.0,15.0,1.0
0.27,72.0,47.0
0.0,72.0,45.0
0.0,60.0,27.0
