"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-01","0.00",,,"22","5",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-02","0.00",,,"49","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-03","0.00",,,"49","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-04","0.00",,,"58","32",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-05","0.00",,,"45","29",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-06","0.00",,,"39","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-07","0.00",,,"38","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-08","0.00",,,"50","34",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-09","0.00",,,"55","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-10","0.05",,,"41","8",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-11","0.00","0.8",,"33","3",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-12","0.00","0.4",,"37","17",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-13","0.00","0.4",,"38","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-14","0.00","0.4",,"39","13",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-15","0.00","0.8",,"19","-10",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-16","0.00","1.2",,"-10","-19",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-17","0.00","1.2",,"-18","-23",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-18","0.00","1.2",,"-9","-27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-19","0.00","1.2",,"-2","-18",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-20","0.00","1.6",,"0","-8",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-21","0.00","1.6",,"10","0",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-22","0.00","1.6",,"34","9",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-23","0.00","1.6",,"36","14",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-24","0.00","1.2",,"40","18",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-25","0.00","0.8",,"44","21",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-26","0.00","0.8",,"26","10",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-27","0.00","0.8",,"31","11",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-28","0.00","0.4",,"27","14",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-29","0.00",,,"52","25",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-30","0.00",,,"49","34",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-01-31","0.00",,,"45","30",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-01","0.00",,,"44","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-02","0.00",,,"38","16",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-03","0.00",,,"46","21",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-04","0.00",,,"55","17",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-05","0.00",,,"43","23",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-06","0.00",,,"30","14",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-07","0.00",,,"30","9",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-08","0.00",,,"46","5",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-09","0.00",,,"29","12",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-10","0.00",,,"14","6",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-11","0.00",,,"24","1",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-12","0.00",,,"44","14",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-13","0.11",,,"37","23",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-14","0.00","2.0",,"31","7",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-15","0.00","1.6",,"37","9",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-16","0.00","1.2",,"38","8",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-17","0.00","1.2",,"38","21",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-18","0.00","1.2",,"43","18",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-19","0.00","0.8",,"38","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-20","0.08","1.2",,"32","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-21","0.00","1.6",,"45","17",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-22","0.00",,,"39","28",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-23","0.11",,,"35","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-24","0.00","1.2",,"26","13",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-25","0.01","1.2",,"25","8",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-26","0.00","1.6",,"9","-5",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-27","0.00","2.0",,"29","-6",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-28","0.00","2.0",,"33","10",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-02-29","0.00","2.0",,"37","13",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-01","0.00","2.0",,"21","14",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-02","0.00","2.4",,"37","8",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-03","0.04","2.0",,"49","21",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-04","0.04","1.2",,"36","25",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-05","0.19",,,"27","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-06","0.01","4.7",,"22","11",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-07","0.00","4.3",,"39","5",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-08","0.00","3.9",,"50","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-09","0.00","2.0",,"58","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-10","0.00",,,"50","30",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-11","0.00",,,"54","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-12","0.00",,,"46","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-13","0.00",,,"51","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-14","0.00",,,"41","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-15","0.00",,,"57","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-16","0.00",,,"53","28",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-17","0.00",,,"38","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-18","0.00",,,"44","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-19","0.00",,,"40","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-20","0.00",,,"48","21",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-21","0.00",,,"42","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-22","0.06",,,"36","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-23","0.00",,,"27","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-24","0.00",,,"35","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-25","0.00",,,"41","23",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-26","0.07",,,"35","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-27","0.00","0.4",,"43","29",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-28","0.00",,,"58","28",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-29","0.00",,,"56","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-30","0.00",,,"57","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-03-31","0.00",,,"55","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-01","0.00",,,"47","30",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-02","0.00",,,"54","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-03","0.00",,,"62","31",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-04","0.02",,,"44","29",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-05","0.03","2.4",,"39","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-06","0.00",,,"42","20",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-07","0.00",,,"45","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-08","0.00",,,"47","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-09","0.00",,,"50","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-10","0.00",,,"54","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-11","0.00",,,"60","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-12","1.07",,,"48","31",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-13","0.00","2.0",,"44","34",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-14","0.07",,,"35","27",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-15","0.00",,,"32","24",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-16","0.00",,,"52","26",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-17","0.02",,,"38","29",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-18","0.01","0.4",,"44","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-19","0.00",,,"54","32",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-20","0.00",,,"61","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-21","0.00",,,"60","28",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-22","0.00",,,"74","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-23","0.00",,,"80","37",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-24","0.00",,,"63","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-25","0.00",,,"65","40",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-26","0.43",,,"43","38",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-27","0.02",,,"46","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-28","0.00",,,"57","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-29","0.03",,,"58","34",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-04-30","0.15",,,"52","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-01","0.67",,,"44","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-02","0.04",,,"44","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-03","0.00","0.4",,"51","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-04","0.00",,,"62","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-05","0.54",,,"48","32",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-06","0.00",,,"57","34",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-07","0.00",,,"65","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-08","0.00",,,"73","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-10","0.00","0.4",,"47","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-11","0.00",,,"60","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-12","0.00",,,"72","40",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-13","0.00",,,"77","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-14","0.00",,,"70","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-15","0.00",,,"80","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-16","0.00",,,"76","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-17","0.01",,,"52","37",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-18","0.00",,,"53","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-19","0.00",,,"55","32",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-20","0.00",,,"65","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-21","0.00",,,"68","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-22","0.67",,,"64","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-23","0.02",,,"56","38",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-24","0.14",,,"48","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-25","0.06","1.2",,"55","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-26","0.00",,,"58","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-27","0.00",,,"55","32",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-28","0.00",,,"60","37",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-29","0.00",,,"68","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-30","0.00",,,"62","39",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-05-31","0.00",,,"70","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-01","0.00",,,"72","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-02","0.00",,,"69","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-03","0.00",,,"66","39",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-04","0.00",,,"69","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-05","1.65",,,"60","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-06","0.61",,,"62","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-07","0.00",,,"67","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-08","0.00",,,"58","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-09","0.07",,,"59","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-10","0.43",,,"60","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-11","0.00",,,"73","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-12","0.00",,,"75","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-13","0.50",,,"63","49",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-14","0.24",,,"64","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-15","0.31",,,"62","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-16","0.00",,,"74","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-17","0.00",,,"71","49",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-18","0.08",,,"58","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-19","0.00",,,"62","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-20","0.00",,,"65","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-21","0.00",,,"70","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-22","0.02",,,"69","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-23","0.40",,,"64","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-24","0.48",,,"65","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-25","0.02",,,"72","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-26","0.21",,,"58","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-27","0.20",,,"68","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-28","0.00",,,"70","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-29","0.00",,,"76","53",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-06-30","0.03",,,"76","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-01","0.13",,,"72","53",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-02","0.00",,,"73","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-03","0.00",,,"70","55",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-04","0.00",,,"68","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-05","0.00",,,"70","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-06","0.24",,,"71","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-07","0.00",,,"78","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-08","0.00",,,"80","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-09","0.00",,,"86","58",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-10","0.00",,,"84","59",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-11","0.00",,,"80","57",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-12","0.00",,,"81","60",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-13","0.00",,,"78","60",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-14","0.00",,,"71","61",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-15","0.74",,,"65","57",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-16","0.02",,,"67","59",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-17","0.00",,,"76","58",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-18","0.00",,,"82","61",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-19","0.00",,,"75","55",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-20","0.02",,,"73","57",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-21","0.00",,,"78","53",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-22","0.00",,,"76","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-23","0.06",,,"74","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-24","0.01",,,"69","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-25","0.01",,,"72","55",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-26","0.00",,,"73","50",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-27","0.00",,,"82","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-28","0.02",,,"78","57",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-29","0.00",,,"79","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-30","0.00",,,"85","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-07-31","0.21",,,"77","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-01","0.06",,,"74","52",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-02","0.16",,,"64","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-03","0.00",,,"70","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-04","0.00",,,"80","56",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-05","0.00",,,"82","58",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-06","0.00",,,"86","58",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-07","0.00",,,"80","61",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-08","0.00",,,"83","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-09","0.00",,,"80","55",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-10","0.00",,,"76","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-11","0.00",,,"72","56",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-12","0.26",,,"74","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-13","0.00",,,"82","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-14","0.16",,,"73","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-15","0.00",,,"63","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-16","0.00",,,"75","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-17","0.00",,,"79","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-18","0.00",,,"82","49",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-19","0.00",,,"83","49",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-20","0.00",,,"86","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-21","0.00",,,"80","56",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-22","0.00",,,"77","54",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-23","0.00",,,"79","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-24","0.46",,,"61","45",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-25","0.00",,,"68","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-26","0.03",,,"74","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-27","0.00",,,"86","46",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-28","0.00",,,"85","57",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-29","0.00",,,"70","51",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-30","0.00",,,"72","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-08-31","0.00",,,"70","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-01","0.02",,,"65","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-02","0.00",,,"71","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-03","0.00",,,"72","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-04","0.00",,,"68","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-05","0.00",,,"57","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-06","0.00",,,"67","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-07","0.00",,,"78","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-08","0.00",,,"81","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-09","0.04",,,"83","49",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-10","0.00",,,"70","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-11","0.00",,,"58","39",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-12","0.00",,,"66","35",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-13","0.00",,,"77","50",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-14","0.00",,,"82","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-15","0.00",,,"68","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-16","0.00",,,"63","39",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-17","0.00",,,"76","40",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-18","0.00",,,"80","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-19","0.00",,,"75","40",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-20","0.00",,,"78","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-21","0.00",,,"78","42",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-22","0.00",,,"79","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-23","0.00",,,"76","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-24","0.00",,,"77","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-25","0.00",,,"65","43",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-26","0.09",,,"63","47",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-27","0.00",,,"71","39",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-28","0.00",,,"80","44",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-29","0.00",,,"70","48",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-09-30","0.00",,,"62","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-01","0.00",,,"75","41",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-02","0.45",,,"48","33",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-03","0.02",,,"40","31",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-04","0.00",,,"46","22",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-05","0.00",,,"46","30",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-06","0.00",,,"58","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-07","0.00",,,"67","36",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2012-10-08","0.00",,,"51","38",,
