"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-03-30","0.00",,"48","56","41","   33","136.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-03-31","0.02",,"43","51","35","   13","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-01","0.00",,"53","67","40","   34","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-02","0.00",,"53","71","36","   27","132.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-03","0.00",,"48","59","37","    1","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-04","0.00",,"45","57","33","   33","136.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-05","0.00",,"46","57","35","   34","170.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-06","0.00",,"49","58","39","   27","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-07","0.00",,"44","61","27","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-08","0.00",,"53","75","30","   26","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-09","0.00",,"51","64","37","   35","174.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-10","0.00",,"36","49","22","    2","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-11","0.00",,"44","65","22","   27","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-12","0.00",,"48","65","31","   28","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-13","0.01",,"51","61","41","   33","120.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-14","0.00",,"40","48","31","    3","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-15","0.00",,"44","57","32","   19","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-16","0.00",,"47","62","32","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-17","0.00",,"51","69","32","   19","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-18","0.00",,"54","75","33","   16","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-19","0.00",,"60","80","38","    7","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-20","0.01",,"54","65","44","   35","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-21","0.00",,"54","73","34","    3","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-22","0.00",,"48","57","38","    2","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-23","0.04",,"40","46","34","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-24","0.03",,"39","44","34","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-25","0.03",,"38","42","34","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-26","0.00",,"43","53","33","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-27","0.00",,"44","54","34","   13","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-28","0.00",,"44","52","35","   17","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-29","0.00",,"44","53","35","   13","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-04-30","0.00",,"49","56","40","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-01","0.00",,"51","70","31","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-02","0.01",,"58","78","37","   14","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-03","0.01",,"61","82","40","   34","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-04","0.00",,"62","80","45","   20","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-05",,,,,"52","   35","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-06","0.00",,"52","68","35","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-07","0.00",,"60","83","37","   19","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-08","0.03",,"54","66","43","   34","140.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-09","0.01",,"44","51","36","    1","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-10","0.00",,"43","56","30","   36","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-11","0.00",,"45","59","31","   15","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-12","0.20",,"40","47","33","   14","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-13","0.01",,"40","51","28","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-14","0.00",,"43","59","27","   17","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-15","0.00",,"47","64","31","   19","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-16","0.00",,"53","70","35","   17","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-17","0.00",,"61","75","47","   34","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-18","0.02",,"60","76","44","   33","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-19","0.28",,"48","57","40","   36","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-20","0.07",,"41","48","34","   33","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-21","0.35",,"40","44","35","   34","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-22","0.63",,"37","42","33","   32","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-23","0.06",,"44","49","38","   34","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-24","0.00",,"50","61","39","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-25","0.00",,"54","69","39","   33","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-26","0.01",,"54","67","42","   18","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-27","0.36",,"49","54","43","   34","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-28","0.01",,"47","61","34","   28","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-29","0.24",,"55","67","42","   32","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-30","0.18",,"50","59","42","   34","132.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-05-31","0.00",,"51","63","38","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-01","0.00",,"56","71","40","   27","136.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-02","0.00",,"60","73","47","   25","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-03","0.00",,"60","76","43","   27","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-04","0.01",,"64","79","48","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-05","0.01",,"65","77","52","   13","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-06","0.00",,"70","86","54","   17","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-07","0.02",,"72","85","59","    8","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-08","0.00",,"69","81","57","   19","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-09","0.01",,"65","75","54","   27","120.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-10","0.16",,"55","61","50","   36","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-11","0.09",,"57","65","49","   28","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-12","0.00",,"55","69","42","   28","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-13","0.00",,"59","70","48","   20","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-14","0.02",,"56","65","47","   28","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-15","0.01",,"50","63","37","   25","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-16","0.00",,"52","63","41","   26","140.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-17","0.00",,"55","68","42","   25","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-18","0.00",,"52","68","36","   36","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-19","0.15",,"60","72","48","   33","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-20","0.01",,"60","74","47","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-21","0.00",,"60","73","46","   34","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-22","0.01",,"61","76","46","   30","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-23","0.00",,"62","74","49","   33","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-24","0.81",,"56","68","44","   30","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-25","0.22",,"60","70","50","   31","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-26","0.07",,"61","69","53","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-27","0.01",,"63","77","48","   18","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-28","0.06",,"64","75","52","   16","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-29","0.01",,"63","77","50","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-06-30","0.49",,"64","73","54","   22","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-01","0.01",,"63","74","51","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-02","0.00",,"63","74","53","   12","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-03","0.04",,"64","75","52","   29","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-04","0.24",,"58","68","47","   32","120.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-05","0.18",,"53","63","43","   29","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-06","0.01",,"59","67","50","   30","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-07","0.00",,"61","72","50","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-08","0.00",,"65","75","55","   30","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-09","0.24",,"60","69","51","   33","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-10","0.01",,"59","69","49","    1","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-11","0.68",,"60","67","52","   33","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-12","0.06",,"62","69","54","   33","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-13","0.20",,"60","67","53","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-14","0.65",,"60","67","53","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-15","1.44",,"53","57","48","   32","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-16","0.08",,"56","62","50","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-17","0.40",,"58","68","49","   25","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-18","0.13",,"59","73","45","   17","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-19","0.01",,"65","77","54","   27","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-20","0.00",,"65","76","53","   28","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-21","0.02",,"64","79","49","   31","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-22","0.01",,"61","72","50","   18","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-23","0.03",,"63","74","52","   33","136.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-24","0.00",,"63","77","49","   15","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-25","0.29",,"65","74","55","   13","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-07-26",,,,,"53",,
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-04",,,,,,"    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-05","0.00",,"65","74","54","   12","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-06","1.00",,"58","64","51","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-07","0.15",,"64","72","56","   10","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-08","0.02",,"62","70","54","   33","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-09","0.01",,"62","73","50","   16","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-10","0.16",,"59","65","53","   32","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-11","0.18",,"62","72","53","   33","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-12","0.01",,"62","71","53","   36","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-13","0.03",,"63","76","49","   36","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-14","0.14",,"63","76","50","   32","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-15","0.02",,"64","76","51","   33","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-16","0.00",,"67","82","52","    1","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-17","0.04",,"63","69","56","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-18","0.00",,"57","65","49","   36","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-19","0.00",,"57","70","44","   16","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-20","0.00",,"62","78","46","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-21","0.00",,"67","82","52","   33","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-22","0.18",,"54","61","47","   30","165.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-23","0.01",,"55","61","49","   31","170.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-24","0.01",,"55","67","42","   36","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-25","0.11",,"56","64","47","   34","127.5"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-26","0.00",,"56","69","43","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-27","0.08",,"63","75","50","   34","132.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-28","0.01",,"51","58","44","   34","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-29","0.00",,"60","74","45","   10","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-30","0.02",,"63","80","47","   14","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-08-31","0.00",,"66","82","51","   16","140.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-01","0.07",,"65","79","50","    7","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-02","0.13",,"50","58","42","   32","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-03","0.00",,"51","66","37","   36","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-04","0.01",,"46","53","39","   35","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-05","0.12",,"49","63","35","   20","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-06","0.00",,"48","61","36","   36","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-07","0.00",,"51","68","35","   28","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-08","0.14",,"52","59","45","   30","125.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-09","0.01",,"53","65","40","   26","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-10","0.08",,"60","72","47","   29","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-11","0.34",,"44","48","39","   35","116.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-12","0.01",,"44","53","35","   35","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-13","0.02",,"49","66","31","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-14","0.00",,"57","74","40","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-15","0.07",,"57","73","42","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-16","0.04",,"58","75","40","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-17","0.00",,"60","69","50","   28","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-18","0.01",,"51","64","38","   28","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-19","0.00",,"48","62","34","   34","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-20","0.04",,"42","44","39","   33","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-21","0.00",,"46","55","37","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-22","0.08",,"44","49","38","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-23","0.01",,"53","62","43","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-24","0.00",,"50","60","40","   34","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-25","0.02",,"49","67","31","   28","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-26","0.00",,"60","75","45","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-27","0.04",,"56","65","47","   35","154.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-28","0.00",,"49","55","44","   16","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-29",,,,,"36","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-09-30","0.01",,"51","62","40","   34","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-01","0.13",,"47","53","40","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-02","0.01",,"45","58","31","   13","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-03",,,"43","57","29","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-04",,,"42","53","31","    4","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-05","0.00",,"34","39","30","   36","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-06",,,"34","42","25","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-07","0.10",,"29","32","27","   14","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-08","0.04","1.2","32","36","28","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-09","0.13",,"33","37","30","   34","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-10","0.08",,"28","31","26","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-11","0.01","0.8","30","38","23","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-12",,"0.4","36","50","21","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-13",,,,,"22","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-14","0.07",,"35","42","28","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-15","0.00",,"34","42","27","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-16","0.00",,"44","58","29","   27","120.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-17","0.04","0.4","31","37","24","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-18","0.02",,"34","36","31","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-19","0.01",,"42","57","28","   28","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-20","0.03",,"42","57","27","   32","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-21","0.02",,"41","54","28","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-22","0.00",,"41","55","27","   26","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-23","0.00",,"37","51","23","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-24","0.00",,"35","40","29","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-25","0.00",,"41","56","25","   26","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-26","0.02",,"36","50","22","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-27","0.03",,"44","60","28","   29","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-28","0.28",,"36","39","33","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-29","0.00","0.4","36","39","33","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-30","0.00",,"42","55","29","   28","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-10-31","0.04",,"36","41","30","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-01","0.00",,"38","47","30","   35","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-02","0.00",,"41","54","29","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-03","0.02",,"49","65","32","   31","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-04","0.01",,"46","65","26","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-05","0.00",,"48","68","28","   19","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-06","0.02",,"42","51","32","   33","91.7"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-07","0.01",,"39","54","24","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-08","0.02",,"57","71","43","   21","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-09","0.02",,"53","70","36","    1","111.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-10","0.02",,"40","55","25","   17","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-11","0.02",,"42","52","31","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-12","0.04",,"47","61","34","   29","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-13","0.02",,"45","59","32","   28","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-14","0.00",,"39","52","27","   25","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-15","0.05",,"30","37","23","   21","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-16","0.00",,"28","33","24","   33","78.3"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-17","0.01","0.0","24","29","20","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-18","0.00","0.4","25","28","23","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-19","0.00","0.4","27","31","23","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-20","0.01","0.0","31","43","19","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-21","0.00","0.0","38","50","26","   27","73.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-22","0.00","0.0","25","34","16","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-23","0.00","0.0","24","39","10","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-24","0.00","0.0","34","46","21","   17","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-25","0.00","0.0","35","49","22","   26","132.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-26","0.03","0.0","33","49","16","   16","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-27","0.01","0.0","31","46","17","    4","87.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-28","0.01","0.0","30","37","24","   34","71.6"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-29","0.00","0.0","27","37","17","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-11-30","0.00","0.4","17","23","10","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-01","0.06","0.8","27","32","23","   35","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-02","0.01","1.2","26","40","12","   28","107.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-03","0.00","0.8","30","41","18","   26","96.2"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-04","0.13","0.0","20","29","11","   35","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-05","0.01","1.6","5","13","-3","   34","102.9"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-06","0.00","1.6","-4","-1","-7","   35","98.4"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-07","0.00","1.6","-8","-2","-13","   34","82.8"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-08","0.00","1.6","-8","-1","-15","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-09","0.01","1.2","-8","-4","-12","    0","0.0"
"CA003031094","CALGARY INTERNATIONAL CS, AB CA","2016-12-10","0.01","1.6","-6","-1","-12","    0","0.0"
